COLONY,GAMMARK,TREATMENT,STATUS,Interval,Deadgams,REVERTGAM,NEWGAM,headwidth_mm,headwidth2,PHOTOYO,PHOTO_MATED,PHOTO_YB,TotalPupae,InitPupae,finallarvae,finaleggs,cricket,LATSAMPLE_60%,GAMSAMPLE,COLSIZESAMPLE,DSAMPLED,SPME,Method of GC/MS analysis for sample (not standard),,C23 RT,C24 RT,C25 RT,C26 RT,C27 RT,C28 RT,C29 RT,C30 RT,C31 RT,C32 RT,C33 RT,C34 RT,C35 RT,C36 RT,C37 RT,C38 RT,AlkStandard File?,"C23_ALKANE_RT (alkanes: base ions 57, 71, 85 and 99, M+, 324)",C23AREA,"C25_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 352)",C25AREA,"C27_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 380)",C27AREA,"C29ALKENE_RT (alkenes: base ions 57, 69, 83, 97, M+:406)",C29ALKENEAREA_A,C29ALKENEAREA_B,C29ALKENEAREA_TOT,"C29alkane_RT(alkanes: base ions 57, 71, 85 and 99, M+, 408)",C29AREA,"ME29_RT (mono-methylalkanes, alkanes base ions(99) and 197 and 253 for bond at C13, 225 for bond at C15 , m+, 422, but appears as M-15 of 407)",MEC29AREA,"C31alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 434)",C31ALKENEAREA_A,C31ALKENEAREA_B,C31ALKENEAREA_TOT,"ME31_RT (alk base ion, 99, plus for C13 bond, 197, 281, for C13, 225, 253, M+=450, but M-15 appears of 435)",ME31AREA,"C33Alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 462)",C33ALKENEAREA_A,C33ALKENEAREA_B,C33ALKENEAREA_TOT,"Me33_RT(alk base ion 99, c11 bond, 169, 337; c13, 197, 309; c15, 225, 281; c17, 253,plus M+= 478, but appears as M-15 of 463)",ME33AREA,"DimeC33_RT (alk base ions 99, plus, c7: 113, 407 and 281, 239 or 253,267; c11, 169, 197, 253,351;    c13, 323, 197 and 253,267 OR 225 and 295  , M+= 492, but appears as M-15 of 477)",DIMEC33AREA,"c35alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 490)",C35ALKENEAREA_A,C35ALKENEAREA_B,C35ALKENE_AREA_TOT,"mec35_RT (alk base 99, c13, 197, 337; c15, 225, 309; c17, 253, 281; M+=506, but appear as M-15 of 491)",MEC35AREA,"dimec35_RT (alk base ion 99, c7: 113,435, plus 239, 309 or 253, 295; c13, 197,351, plus 281, 267 or 225,323 or 197, 351  M+=520, but appears as M-15 of 505)",DIMEC35AREA,"RT of 13,23DimeC37 (base ions alkane (99), plus 197, 379, 225,351, M+=548, but M-15 appears of 533 )",1323Dimec37AREA,TOTALAREA,Index notes
F48A,GYG,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,0.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/26/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.884,639635.00,17.435,3815306.00,"19.545, 19.626",949985.00,311438.00,1261423.00,19.964,6859152.00,20.365,8478268.00,"22.041, 22.101",11296783.00,4975161.00,16271944.00,22.818,33968414.00,"24.417, 24.473",19127593.00,7445199,26572792.00,25.1,15754105.00,25.459,19660964.00,"26.634, 26.7",4277636.00,4140950.00,8418586.00,27.271,5928463.00,27.599,16124809.00,29.636,4277981.00,190218878.00,
F48A,OWO,INCRPROP,GAMERGATE,Twelve,,,,,,7.00,0.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/26/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.893,551023.00,17.437,242405.00,"19.552, 19.625",1422082.00,360149.00,1782231.00,19.965,4454476.00,20.369,6250786.00,"22.042, 22.106",9230803.00,3806219.00,13037022.00,22.807,19047946.00,"24.413, 24.470",12967718.00,5116711,18084429.00,25.09,8927002.00,25.458,15436104.00,"26.639, 26.706",2818754.00,3048478.00,5867232.00,27.27,3435897.00,27.59,8908127.00,29.675,2134725.00,134130730.00,
F48A,WGW,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,0.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/26/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.893,272318.00,17.429,1250602.00,19.542,446538.00,,446538.00,19.948,1926968.00,20.349,3286499.00,"22.023, 22.089",5310224.00,2147261.00,7457485.00,22.785,13045095.00,"24.397, 24.455",10222042.00,3426673,13648715.00,25.083,7829092.00,25.442,12169183.00,"26.627, 26.691",2553552.00,2094179.00,4647731.00,27.264,4233834.00,27.587,10969190.00,29.669,2437042.00,96576743.00,
F48A,WOW,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/26/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,,0.00,19.933,1349957.00,20.331,2317044.00,"22.004, 22.072",2921820.00,1374050.00,4295870.00,22.768,11051892.00,"24.382, 24.443",7652345.00,3586214,11238559.00,25.069,7658521.00,25.43,11125736.00,"26.615, 26.678",2272468.00,2261439.00,4533907.00,27.252,3915145.00,27.576,10545553.00,29.651,2050925.00,78465236.00,
F48A,YWY,INCRPROP,GAMERGATE,Twelve,,,,,,6.00,0.00,1.00,63.00,15.00,,,,15.00,8.00,14.00,8/26/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.413,1325941.00,19.547,346625.00,,346625.00,19.958,3079186.00,20.355,2770327.00,"22.025, 22.093",4177212.00,1693419.00,5870631.00,22.786,9532421.00,"24.394, 24.454",6220806.00,2256830,8477636.00,25.077,5261944.00,25.443,8120153.00,"26.629, 26.691",1462522.00,1358094.00,1358094.00,27.266,1944494.00,27.584,6716713.00,29.714,1373987.00,67987132.00,
RP5/2(1B),WYW,SAMEPROP,GAMERGATE,Twelve,,,,,,6.00,1.00,1.00,32.00,6.00,,,,15.00,1.00,4.00,8/27/20,8/26/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.881,358388.00,17.419,1349469.00,19.535,,,422383.00,19.937,1031748.00,20.345,4116634.00,"22.007, 22.078",2691217.00,1131840.00,3823057.00,22.77,8883878.00,"24.373, 24.439",3110846.00,1073772,4184618.00,25.062,4068784.00,25.431,6996550.00,"26.616, 26.682",453062.00,426756.00,879818.00,27.259,1962076.00,27.584,3254822.00,29.701,1106273.00,45984196.00,
R15A(118E),blue,INCRPROP,GAMERGATE,Twelve,1.00,,,,,5.00,0.00,1.00,18.00,1.00,,,,16.00,5.00,8.00,8/28/20,8/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.861,1278433.00,17.404,1845443.00,"19.527, 19.593",3269179.00,702435.00,3971614.00,19.925--INDIRECT INFERENCE,542792.00,20.342,9075173.00,"22.008, 22.075",7347562.00,3938190.00,11285752.00,22.768,16154626.00,"24.438, 24.443",13078632.00,6041981,19120613.00,25.067,10887818.00,25.445,23824784.00,"26.613, 26.677",2920594.00,3608811.00,6529405.00,27.246,3424758.00,27.58,16754079.00,29.602,3763392.00,182305502.00,C29 ALKANE INDIRECT INFERENCE
R15A(118E),blue-orange,INCRPROP,GAMERGATE,Twelve,1.00,,,,,4.00,0.00,1.00,18.00,1.00,,,,16.00,5.00,8.00,8/28/20,8/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.883,391161.00,17.421,1153903.00,19.536,,,691906.00,19.946,1313200.00,20.35,5053666.00,"22.015, 22.086",4208800.00,2657993.00,6866793.00,22.786,17176858.00,"24.395, 24.459",11245306.00,5589646,16834952.00,25.085,12667963.00,25.45,16970728.00,"26.625, 26.694",2837534.00,3883805.00,6721339.00,27.259,4511977.00,27.593,16990154.00,29.618,2775520.00,129542682.00,
R15A(118E),white,INCRPROP,GAMERGATE,Twelve,1.00,,,2.86,2.86,6.00,1.00,1.00,18.00,1.00,,,,16.00,5.00,8.00,8/29/20,8/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.873,1484279.00,17.422,3928303.00,"19.535, 19.605",1955824.00,506928.00,2462752.00,19.944,3479708.00,20.351,7070143.00,"22.020, 22.085",6258479.00,3596572.00,9855051.00,22.78,14632185.00,"24.400, 24.462",15373070.00,8260882,23633952.00,25.081,11172864.00,25.455,21836089.00,"26.625, 26.696",3841710.00,5351882.00,9193592.00,27.256,4014440.00,27.587,14748980.00,29.607,2631686.00,170045667.00,
R15A(118E),yellow,INCRPROP,GAMERGATE,Twelve,1.00,,,2.86,2.86,5.00,1.00,1.00,18.00,1.00,,,,16.00,5.00,8.00,8/29/20,8/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.872,2892354.00,17.421,4788518.00,"19.541, 19.610",5417753.00,1281308.00,6699061.00,19.941,2186236.00,20.366,17386475.00,"22.028, 22.094",12088511.00,7266494.00,19355005.00,22.796,27743457.00,"24.407, 24.468",20479067.00,10988088,31467155.00,25.09,17959670.00,25.471,35812122.00,"26.630, 26.695",4497904.00,5906259.00,10404163.00,27.263,5990577.00,27.606,28608560.00,29.612,5178111.00,294751203.00,
R15A(118E),yellow-orange,INCRPROP,GAMERGATE,Twelve,1.00,,,2.69,2.69,3.00,1.00,1.00,18.00,1.00,,,,16.00,5.00,8.00,8/29/20,8/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.875,407833.00,17.413,493050.00,19.53,632861.00,,632861.00,UNDETECTABLE,0.00,20.338,1919839.00,"22.004, 22.075",1466508.00,1164349.00,2630857.00,22.753,2723777.00,"24.367, 24.434",1545717.00,1212101,2757818.00,25.06,1120379.00,25.423,1813282.00,UNDETECTABLE,0.00,0.00,0.00,UNDETECTABLE,0.00,27.636,1010553.00,UNDETECTABLE,0.00,15510249.00,
SAFC12A,YGY,SAMEPROP,GAMERGATE,Twelve,1.00,1.00,,2.82,2.82,7.00,1.00,1.00,20.00,2.00,,,,16.00,1.00,4.00,8/29/20,8/28/20,HCS_SPME 2 columns Oct 2017.M,,12.52,13.73,14.98,16.25,17.53,18.81,20.06,21.30,22.52,23.68,24.84,25.96,27.05,28.11,29.15,30.19,200823_C20_C30_PENTANE.D,UNDETECTABLE,0.00,14.876,526961.00,17.41--INDIRECT,347523.00,19.527,,,392069.00,UNDETECTABLE,0.00,20.328,647708.00,"21.999, 22.072",1542213.00,2001721.00,3543934.00,22.743,1640049.00,"24.364, 24.435",1994045.00,1670354,3664399.00,INDIRECT--25.048,649805.00,25.415,1192734.00,26.7,,,719509.00,UNDETECTABLE,0.00,27.61,443578.00,UNDETECTABLE,0.00,14623604.00,"Indirect inference, C27, mec33"
R017A/2(16),BWB,INCRPROP,GAMERGATE,Twelve,,,,2.76,2.76,7.00,1.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/13/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.862,2741634.00,17.428,11235166.00,"19.528, 19.600",2071397.00,1098126.00,3169523.00,19.958,14937432.00,20.365,19778776.00,"22.030, 22.098",18395352.00,10982249.00,29377601.00,22.827,69445118.00,"24.409, 24.465",28138185.00,10588363,38726548.00,25.115,42469349.00,25.462,36140999.00,"26.635, 26.705",6991284.00,11297573.00,18288857.00,27.277,17554795.00,27.607,32806715.00,29.628,16245897.00,434096089.00,
R017A/2(16),BYB,INCRPROP,GAMERGATE,Twelve,,,,,,6.00,0.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.412,530916.00,14.862,4818118.00,17.43,17112613.00,"19.526, 19.601",3582686.00,2245598.00,5828284.00,19.961,19658742.00,20.373,29222043.00,"22.032, 22.100",23132379.00,13626124.00,36758503.00,22.836,91667858.00,"24.413, 24.469",34042849.00,12455974,46498823.00,25.12,54867817.00,25.468,43393492.00,"26.637, 26.705",8239208.00,12920683.00,21159891.00,27.282,23084443.00,27.608,39587690.00,29.631,21889683.00,557257224.00,
R017A/2(16),GBG,INCRPROP,GAMERGATE,Twelve,,,,2.76,2.76,4.00,1.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/13/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.413,303639.00,14.868,6267222.00,17.442,21267816.00,"19.526, 19.599",1625281.00,1238422.00,2863703.00,19.961,17434222.00,20.347,10362336.00,"22.013, 22.084",8568241.00,8179005.00,16747246.00,22.784,25669216.00,"24.381, 24.448",11289517.00,7804242,19093759.00,25.075,16234864.00,25.432,14536239.00,"26.618, 26.688",2975642.00,8154565.00,11130207.00,27.255,7312659.00,27.575,14773270.00,29.606,6365026.00,243835691.00,
R017A/2(16),GMW,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.424,694135.00,14.873,5427449.00,17.451,22720922.00,"19.542, 19.618",5425886.00,5019200.00,10445086.00,20,39857544.00,20.403,44096553.00,"22.080, 22.152",59738436.00,32144392.00,91882828.00,22.891,175164467.00,"24.476, 24.529",91421555.00,27788017,119209572.00,25.172,107627270.00,25.519,84688260.00,"26.681, 26.757",23306099.00,29150556.00,52456655.00,27.324,43448787.00,27.667,88148477.00,29.682,54444890.00,1178368657.00,
R017A/2(16),GMY,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.427,911175.00,14.881,8250138.00,17.461,28422948.00,"19.551, 19.625",6232547.00,3471932.00,9704479.00,19.995,33820812.00,20.399,37610803.00,"22.063, 22.127",37321073.00,18373429.00,55694502.00,22.858,104472138.00,"24.443, 24.496",52810620.00,16270146,69080766.00,25.138,60400711.00,25.484,42553103.00,"26.658, 26.728",13896583.00,17834741.00,31731324.00,27.3,27041508.00,27.629,45456572.00,29.65,25215869.00,726453061.00,
R017A/2(16),PBP,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,0.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.413,3710538.00,14.882,17747813.00,17.476,53986111.00,19.557,,,32840086.00,20.016,68797991.00,20.444,115223588.00,"22.120, 22.180",121554011.00,45713517.00,167267528.00,22.934,281268929.00,"24.497, 24.550",136997360.00,35749645,172747005.00,25.199,155441580.00,25.536,111089998.00,"26.691, 26.769",33096519.00,39990008.00,73086527.00,27.337,70151851.00,27.677,105458769.00,29.687,66251310.00,1810603951.00,
R017A/2(16),PGP,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,0.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.423,2431266.00,14.891,14290621.00,17.472,37003646.00,"19.561, 19.626",13201621.00,6802906.00,20004527.00,20,36877007.00,20.426,68783702.00,"22.093, 22.156",68733108.00,31171564.00,99904672.00,22.899,182595328.00,"24.477, 24.531",92153016.00,27350907,119503923.00,25.177,111190908.00,25.527,93482048.00,"26.685, 26.758",24834316.00,29238783.00,54073099.00,27.333,52472823.00,27.669,86140727.00,29.678,48439366.00,1286194441.00,
R017A/2(16),PWP,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.422,742374.00,14.872,5073703.00,17.439,15965116.00,"19.545, 19.617",7406977.00,4110766.00,11517743.00,19.974,21212980.00,20.399,43784630.00,"22.071, 22.136",50981008.00,23927557.00,74908565.00,22.869,136393614.00,"24.450, 24.502",65255062.00,17853340,83108402.00,25.14,69321541.00,25.497,61938992.00,"26.653, 26.723",12629305.00,14089224.00,26718529.00,27.297,29238865.00,27.635,53872774.00,29.65,28757362.00,804125381.00,
R017A/2(16),YBP,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,0.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/12/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.441,317859.00,14.882,2670072.00,17.45,12050197.00,"19.545, 19.622",1076525.00,953624.00,2030149.00,19.991,21545284.00,20.371,10448258.00,"22.042, 22.112",12846510.00,8888373.00,21734883.00,22.823,37976154.00,"24.419, 24.479",22804223.00,9896477,32700700.00,25.111,27364385.00,25.459,19943078.00,"26.647, 26.714",5804715.00,9728192.00,15532907.00,27.282,11633828.00,27.601,17568585.00,29.63,10129310.00,308605930.00,
R017A/2(16),YBY,INCRPROP,GAMERGATE,Twelve,,,,2.74,2.74,4.00,1.00,1.00,19.00,4.00,,,,16.00,10.00,16.00,9/13/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.887,1914043.00,17.448,7676557.00,"19.552, 19.627",2455872.00,1500186.00,3956058.00,19.983,11552727.00,20.391,17772559.00,"22.059, 22.121",18403557.00,9730329.00,28133886.00,22.838,46026760.00,"24.425, 24.482",22710019.00,8114453,30824472.00,25.12,29447265.00,25.468,22489057.00,"26.648, 26.714",4981865.00,7400499.00,12382364.00,27.291,14657582.00,27.608,20248133.00,29.633,9486771.00,308524798.00,
RL8.6B1(112B),YO,SAMEPROP,GAMERGATE,Twelve,,,,2.85,2.85,11.00,0.00,1.00,58.00,7.00,,,,16.00,1.00,5.00,9/13/20,9/12/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.867--INDIRECT,395580.00,17.406,1039800.00,"19.524, 19.596",2007979.00,627635.00,2635614.00,19.931,2392984.00,20.34,8377104.00,"22.012, 22.079",11529470.00,3984015.00,15513485.00,22.779,20905269.00,"24.396, 24.45",23036712.00,6912252,29948964.00,25.07,13399551.00,25.435,16996077.00,"26.621, 26.686",6777270.00,6251906.00,13029176.00,27.25,6404037.00,27.58,18090368.00,29.6,4383626.00,191520620.00,"INDIRECT INFERENCE, C25 ALKANE"
R1G/2 (18B),BGB,INCRPROP,GAMERGATE,Twelve,,,,2.74,2.74,5.00,1.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/19/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.846,454789.00,17.393,1391207.00,"19.516, 19.586",2609127.00,906540.00,3515667.00,19.921,1832368.00,20.333,7811015.00,"22.008, 22.074",10591888.00,5395217.00,15987105.00,22.769,17385187.00,"24.381, 24.440",14571674.00,6030268,20601942.00,25.056,8828235.00,25.429,17080584.00,"26.607, 26.675",3162129.00,3967710.00,7129839.00,27.24,4424147.00,27.563,10465036.00,29.593,2953064.00,202926944.00,
R1G/2 (18B),BOB,INCRPROP,GAMERGATE,Twelve,,,,,,3.00,1.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/18/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.844,906162.00,17.396,4863535.00,"19.511, 19.583",1578977.00,1081840.00,2660817.00,19.928,7613991.00,20.326,7912165.00,"22.004, 22.070",11914150.00,6741307.00,18655457.00,22.767,22042635.00,"24.385, 24.445",22461265.00,9440412,31901677.00,25.062,13594217.00,25.436,27507217.00,"26.608, 26.676",5133255.00,6359093.00,11492348.00,27.242,7952020.00,27.568,16065886.00,29.594,5329952.00,229514492.00,
R1G/2 (18B),BYB,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/18/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.392--INDIRECT,202217.00,14.851,6260823.00,17.427,19322172.00,"19.537, 19.601",15274697.00,4746110.00,20020807.00,19.944,10760768.00,20.373,33896344.00,"22.050, 22.110",51294010.00,19271992.00,70566002.00,22.811,52531973.00,"24.417, 24.468",53727129.00,13854978,67582107.00,25.078,21821660.00,25.467,51870865.00,"26.620, 26.682",7216194.00,7146262.00,14362456.00,27.251,10182346.00,27.582,25768959.00,29.599,6695262.00,577729977.00,C23--INDIRECT INFERENCE
R1G/2 (18B),BYG,INCRPROP,GAMERGATE,Twelve,,,,2.98,2.98,6.00,1.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/19/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.855,937416.00,17.405,3228641.00,"19.527, 19.596",3129484.00,1033595.00,4163079.00,19.933,3192795.00,20.343,9984413.00,"22.020, 22.083",13524849.00,6560805.00,20085654.00,22.779,20932102.00,"24.395, 24.453",20330590.00,6686857,27017447.00,25.069,11491003.00,25.443,24071550.00,"26.619, 26.684",4754419.00,5188055.00,9942474.00,27.248,5716271.00,27.575,16975222.00,29.604,5504527.00,294164217.00,
R1G/2 (18B),GBG,INCRPROP,GAMERGATE,Twelve,,,,,,6.00,1.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/18/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.844,1082621.00,17.4,5194037.00,"19.516, 19.589",2327541.00,882871.00,3210412.00,19.932,8839004.00,20.328,6816242.00,"22.010, 22.075",14470642.00,7596016.00,22066658.00,22.77,22182833.00,"24.396, 24.452",28307520.00,10447232,38754752.00,25.062,13222083.00,25.433,25519583.00,"26.614, 26.679",6103812.00,7029626.00,13133438.00,27.239,5949931.00,27.572,18534157.00,29.595,6321174.00,246074077.00,
R1G/2 (18B),YBY,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,0.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/18/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,UNDETECTABLE,0.00,14.841,1019179.00,17.398,5021445.00,"19.509, 19.585",1667478.00,716031.00,2383509.00,19.927,6802852.00,20.328,8105785.00,"22.004, 22.071",11989927.00,7029706.00,19019633.00,22.77,24935007.00,"24.390, 24.448",23681304.00,10686574,34367878.00,25.066,14195272.00,25.445,33244486.00,"26.612, 26.676",4894517.00,6364945.00,11259462.00,27.242,7975646.00,27.567,17714348.00,29.596,4925052.00,303764124.00,
R1G/2 (18B),YOY,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,94.00,41.00,,,,17.00,7.00,11.00,9/18/20,9/18/20,HCS_SPME 2 columns Oct 2017.M,,12.63,13.86,15.14,16.41,17.72,19.00,20.27,21.52,22.76,23.90,25.06,26.18,27.27,28.30,29.32,30.36,200906_ALKANESTD_C20_C39.D,12.395,288304.00,14.842,2324781.00,17.406,9979126.00,"19.521, 19.591",6308892.00,3092043.00,9400935.00,19.936,11589566.00,20.345,17594372.00,"22.026, 22.092",28653426.00,14884574.00,43538000.00,22.801,47264265.00,"24.400, 24.457",30027858.00,11944228,41972086.00,25.077,21866456.00,25.444,35895588.00,"26.613, 26.681",5788275.00,7720587.00,13508862.00,27.245,9767851.00,27.58,25306524.00,29.598,7551946.00,395163691.00,
