COLONY,GAMMARK,TREATMENT,STATUS,Interval,Deadgams,REVERTGAM,NEWGAM,headwidth_mm,headwidth2,PHOTOYO,PHOTO_MATED,PHOTO_YB,TotalPupae,InitPupae,finallarvae,finaleggs,cricket,LATSAMPLE_60%,GAMSAMPLE,COLSIZESAMPLE,DSAMPLED,SPME,Method of GC/MS analysis for sample (not standard),,C23 RT,C24 RT,C25 RT,C26 RT,C27 RT,C28 RT,C29 RT,C30 RT,C31 RT,C32 RT,C33 RT,C34 RT,C35 RT,C36 RT,C37 RT,C38 RT,AlkStandard File?,"C23_ALKANE_RT (alkanes: base ions 57, 71, 85 and 99, M+, 324)",C23AREA,"C25_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 352)",C25AREA,"C27_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 380)",C27AREA,"C29ALKENE_RT (alkenes: base ions 57, 69, 83, 97, M+:406)",C29ALKENEAREA_A,C29ALKENEAREA_B,C29ALKENEAREA_TOT,"C29alkane_RT(alkanes: base ions 57, 71, 85 and 99, M+, 408)",C29AREA,"ME29_RT (mono-methylalkanes, alkanes base ions(99) and 197 and 253 for bond at C13, 225 for bond at C15 , m+, 422, but appears as M-15 of 407)",MEC29AREA,"C31alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 434)",C31ALKENEAREA_A,C31ALKENEAREA_B,C31ALKENEAREA_TOT,"ME31_RT (alk base ion, 99, plus for C13 bond, 197, 281, for C13, 225, 253, M+=450, but M-15 appears of 435)",ME31AREA,"C33Alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 462)",C33ALKENEAREA_A,C33ALKENEAREA_B,C33ALKENEAREA_TOT,"Me33_RT(alk base ion 99, c11 bond, 169, 337; c13, 197, 309; c15, 225, 281; c17, 253,plus M+= 478, but appears as M-15 of 463)",ME33AREA,"DimeC33_RT (alk base ions 99, plus, c7: 113, 407 and 281, 239 or 253,267; c11, 169, 197, 253,351;    c13, 323, 197 and 253,267 OR 225 and 295  , M+= 492, but appears as M-15 of 477)",DIMEC33AREA,"c35alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 490)",C35ALKENEAREA_A,C35ALKENEAREA_B,C35ALKENE_AREA_TOT,"mec35_RT (alk base 99, c13, 197, 337; c15, 225, 309; c17, 253, 281; M+=506, but appear as M-15 of 491)",MEC35AREA,"dimec35_RT (alk base ion 99, c7: 113,435, plus 239, 309 or 253, 295; c13, 197,351, plus 281, 267 or 225,323 or 197, 351  M+=520, but appears as M-15 of 505)",DIMEC35AREA,"RT of 13,23DimeC37 (base ions alkane (99), plus 197, 379, 225,351, M+=548, but M-15 appears of 533 )",1323Dimec37AREA,TOTALAREA,Index notes
F30,OBO,SAMEPROP,GAMERGATE,Eighteen,,,,2.76,2.76,11.00,1.00,1.00,28.00,3.00,27.00,100.00,0.00,,3.00,49.00,,4/12/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,,0.00,20.419,1537924.00,20.824,1530312.00,"22.505, 22.576",3408744.00,1817808.00,5226552.00,23.267,11829880.00,"24.898, 24.964",12448648.00,5036241,17484889.00,25.593,10051102.00,25.962,26116523.00,"27.163, 27.227",2757933.00,3848369.00,6606302.00,27.806,5541907.00,28.129,28087704.00,30.239,12449518.00,163733263.00,
F30,BOB,SAMEPROP,GAMERGATE,Eighteen,,,,2.84,2.84,12.00,1.00,1.00,28.00,3.00,27.00,100.00,0.00,,3.00,49.00,,4/12/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.866--INDIRECT INFERENCE,390457.00,"20.010, 20.080--INDIRECT INFERENCE",389532.00,261901.00,651433.00,20.421--INDIRECT INFERENCE,2340086.00,20.823,2355922.00,"22.509, 22.580",7474319.00,3352709.00,10827028.00,23.27,14807178.00,"24.903, 24.970",24757483.00,9154999,33912482.00,25.594,13243746.00,25.969,29815588.00,"27.166, 27.233",7320197.00,9843124.00,17163321.00,27.806,8802814.00,28.131,36529820.00,30.229,26097179.00,304876216.00,
F30,GOG,SAMEPROP,GAMERGATE,Eighteen,,,,2.89,2.89,12.00,1.00,1.00,28.00,3.00,27.00,100.00,0.00,,3.00,49.00,,4/12/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.872--INDIRECT INFERENCE,490493.00,20.011--INDIRECT INFERENCE,269427.00,,269427.00,20.426,2122508.00,20.831,2015882.00,"22.515, 22.584",4918661.00,2414282.00,7332943.00,23.276,17168797.00,"24.908, 24.972",21272371.00,8018632,29291003.00,25.601,15629162.00,25.972,36069195.00,"27.169, 27.234",4657031.00,5893209.00,10550240.00,27.81,8752884.00,28.138,41030455.00,30.237,25977469.00,264894693.00,
SAFC13A,GOG,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.59,2.59,5.00,0.00,1.00,3.00,3.00,0.00,53.00,0.00,,4.00,6.00,5/25/22,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,12.703,2039574.00,15.22,17773955.00,17.815,17385469.00,"19.954, 20.028",5254723.00,2671470.00,7926193.00,20.367,6825020.00,20.783,22295475.00,"22.462, 22.533",13925638.00,14474387.00,28400025.00,23.234,43490261.00,"24.849, 24.92",14335737.00,12576265,26912002.00,25.551,20082936.00,25.914,19249127.00,"27.107, 27.177",2670573.00,5726479.00,8397052.00,27.759,9501426.00,28.078,16789593.00,30.16,6679294.00,315126337.00,
SAFC13A,BYB,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.24,2.24,6.00,1.00,1.00,3.00,3.00,0.00,53.00,1.00,,4.00,6.00,5/25/22,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,15.22,1654090.00,17.81,3797119.00,"19.955, 20.025",1339431.00,312457.00,1651888.00,20.369,3471041.00,20.777,9757725.00,"22.458, 22.527",5312160.00,3126266.00,8438426.00,23.223,15492010.00,"24.844, 24.910",5581793.00,2382583,7964376.00,25.542,5694828.00,25.909,8206783.00,"27.108, 27.176",697741.00,968371.00,1666112.00,27.758,3349162.00,28.077,5193081.00,30.178--INDIRECT,1508821.00,92781294.00,
SAFC13A,YGY,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.33,2.33,6.00,1.00,1.00,3.00,3.00,0.00,53.00,0.00,,4.00,6.00,5/25/22,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,15.225,4445670.00,17.818,8062424.00,"19.961, 20.029",1748441.00,692736.00,2441177.00,20.375,4990557.00,20.784,15246726.00,"22.462, 22.535",8045283.00,5872090.00,13917373.00,23.238,34662300.00,"24.850, 24.919",7708644.00,4632156,12340800.00,25.553,13805983.00,25.919,18029508.00,"27.114, 27.180",1056132.00,1619469.00,2675601.00,27.762,5937507.00,28.082,13055048.00,30.167,3207474.00,198811908.00,
SAFC13A,YBY,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.52,2.52,5.00,1.00,1.00,3.00,3.00,0.00,53.00,0.00,,4.00,6.00,5/25/22,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,12.723-INDIRECT,308852.00,15.223,5864808.00,17.82,12542762.00,"19.960, 20.032",2668282.00,1087528.00,3755810.00,20.372,6132751.00,20.786,16100861.00,"22.464, 22.538",9412756.00,9386995.00,18799751.00,23.229,21460519.00,"24.850, 24.917",6404027.00,5686223,12090250.00,25.555,8420680.00,25.914,12207748.00,"27.112, 27.180",554000.00,1086380.00,1640380.00,27.763,3084821.00,28.077,5403597.00,30.167--INDIRECT,1388730.00,154707852.00,
SAFC13A,OGO,INCRPROP,WORKER,Eighteen,1.00,1.00,,2.31,2.31,1.00,0.00,0.00,3.00,3.00,0.00,53.00,0.00,,4.00,6.00,5/25/22,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,12.708,4139969.00,15.225,12198894.00,17.814,5181558.00,UNDETECTABLE,,,0.00,20.377,1556621.00,20.78--INDIRECT,851668.00,22.538--INDIRECT,549575.00,,549575.00,23.217,947660.00,"24.770, 24.914--INDIRECT",460168.00,713911,1174079.00,25.541,1849595.00,UNDETECTABLE,0.00,"27.020, 27.175",2341951.00,940301.00,3282252.00,27.755--INDIRECT,2030288.00,28.096,1097204.00,30.194--INDIRECT,903564.00,60623713.00,
SAFC10,GYG,SAMEPROP,GAMERGATE,Eighteen,,,1.00,2.16,2.16,6.00,1.00,1.00,139.00,9.00,26.00,97.00,0.00,,3.00,40.00,,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.817--INDIRECT,1101204.00,"19.963, 20.032",1360294.00,340698.00,1700992.00,20.376,4327850.00,20.78,5249730.00,"22.470, 22.537",13402891.00,4414107.00,17816998.00,23.233,20173859.00,"24.868, 24.929",29292185.00,8251368,37543553.00,25.554,14124409.00,25.912,10329230.00,"27.122, 27.186",8342776.00,7434722.00,15777498.00,27.758,5133211.00,28.079,14622429.00,30.166,5135606.00,211111931.00,
SAFC10,OBO,SAMEPROP,GAMERGATE,Eighteen,,,1.00,2.61,2.61,10.00,1.00,1.00,139.00,9.00,26.00,97.00,0.00,,3.00,40.00,,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.817--INDIRECT,500499.00,19.96,515342.00,,515342.00,20.371,1647344.00,20.778,2440309.00,"22.464, 22.531",6093795.00,1872746.00,7966541.00,23.223,11691956.00,"24.859, 24.921",18811196.00,5154376,23965572.00,25.55,11142934.00,25.914,11893976.00,"27.121, 27.183",7688569.00,5738739.00,13427308.00,27.759,5011605.00,28.081,18884821.00,30.165,3796210.00,160901647.00,
SAFC10,BYB,SAMEPROP,GAMERGATE,Eighteen,,,1.00,2.54,2.54,7.00,1.00,1.00,139.00,9.00,26.00,97.00,0.00,,3.00,40.00,,5/25/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.808,7495436.00,"19.951, 20.024",2959137.00,1144749.00,4103886.00,20.388,41069757.00,20.773,9071326.00,"22.467, 22.535",26027427.00,12717964.00,38745391.00,23.23,33018548.00,"24.873, 24.941",56684147.00,34261786,90945933.00,25.562,27405223.00,25.915,22820361.00,"27.127, 27.208",23973451.00,46009174.00,69982625.00,27.761,13488516.00,28.081,25236873.00,30.162,7482044.00,581632262.00,
112C,BYB,INCRPROP,GAMERGATE,Eighteen,,1.00,1.00,,,6.00,1.00,1.00,29.00,20.00,5.00,136.00,0.00,,12.00,21.00,,5/26/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,17.825--INDIRECT,319822.00,UNDETECTABLE,0.00,,0.00,20.374,708159.00,20.779,1044578.00,"22.457, 22.533",1155854.00,324340.00,1480194.00,23.218,3240443.00,"24.846, 24.912",3085535.00,534328,3619863.00,25.546,1980155.00,25.914,1929541.00,"27.118, 27.185",1111149.00,553478.00,1664627.00,27.772--INDIRECT,1306984.00,28.116,2783174.00,30.283--INDIRECT,716993.00,23230807.00,
112C,GYG,INCRPROP,GAMERGATE,Eighteen,,1.00,1.00,2.67,2.67,6.00,1.00,1.00,29.00,20.00,5.00,136.00,0.00,,12.00,21.00,,5/26/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,,,0.00,20.376--INDIRECT,319599.00,20.783,468593.00,22.457,389874.00,,389874.00,23.217,1488731.00,"24.847, 24.912",2949080.00,856420,3805500.00,25.543--INDIRECT,1733310.00,25.909--INDIRECT,1469969.00,"27.113, 27.179",2460428.00,1451891.00,3912319.00,27.766--INDIRECT,2210392.00,28.094,3391580.00,30.251--INDIRECT,1076229.00,21951747.00,
R3BA3A,BGO,SAMEPROP,unclear,Eighteen,,,1.00,2.33,2.33,0.00,1.00,0.00,0.00,0.00,1.00,69.00,0.00,,5.00,22.00,,5/26/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,12.706--INDIRECT,403579.00,15.215,8917927.00,17.805,5775468.00,"19.946, 20.028",389064.00,6358221.00,6747285.00,20.360--INDIRECT,1507575.00,20.786,3712435.00,"22.366, 22.527",808870.00,7841242.00,8650112.00,23.227,3037360.00,24.919,834511.00,,834511.00,25.583--INDIRECT,658594.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,67103186.00,
R3BA3A,BOG,SAMEPROP,NG,Eighteen,,,1.00,2.64,2.64,2.00,1.00,0.00,0.00,0.00,1.00,69.00,0.00,,5.00,22.00,,5/26/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,15.23,1556228.00,17.815--INDIRECT,795755.00,20.029,550762.00,,550762.00,UNDETECTABLE,0.00,20.788--INDIRECT,435374.00,"22.398, 22.529",505345.00,1543182.00,2048527.00,23.218--INDIRECT,1229632.00,24.822--INDIRECT,382821.00,,382821.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,9651306.00,
R3BA3A,BYO,SAMEPROP,GAMERGATE,Eighteen,,,1.00,2.35,2.35,6.00,1.00,1.00,0.00,0.00,1.00,69.00,0.00,,5.00,22.00,,5/26/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,15.212--INDIRECT,359606.00,17.804,1403299.00,"19.952, 20.028",746373.00,413366.00,1159739.00,20.366,3407384.00,20.772,5186145.00,"22.454, 22.528",6430453.00,4124943.00,10555396.00,23.22,17203769.00,"24.842, 24.910",8479588.00,3879410,12358998.00,25.538,6606723.00,25.908,10981349.00,"27.105, 27.174",1078349.00,1572538.00,2650887.00,27.751,2343305.00,28.078,7525654.00,30.202--INDIRECT,2480454.00,99092384.00,
R3BA3A,YOY,SAMEPROP,GAMERGATE,Eighteen,,,1.00,,,7.00,1.00,1.00,0.00,0.00,1.00,69.00,0.00,,5.00,22.00,,5/26/22,PYENSON_SOLVENT MS long April 2021.M,,12.73,13.97,15.25,16.55,17.85,19.14,20.42,21.67,22.90,24.08,25.25,26.38,27.49,28.56,29.61,30.72,220524_C20_C39_AlkaneStd_pentane.D,UNDETECTABLE,0.00,15.236--INDIRECT,223403.00,17.814--INDIRECT,763708.00,19.958,465000.00,,465000.00,20.369--INDIRECT,1334943.00,20.781,6500221.00,"22.459, 22.529",5564062.00,2866557.00,8430619.00,23.226,17372720.00,"24.845, 24.913",6802365.00,2472764,9275129.00,25.541,6773982.00,25.91,9085975.00,"27.109, 27.177",1083874.00,1240342.00,2324216.00,27.756,2072135.00,28.078,7615541.00,30.185--INDIRECT,2194947.00,87355740.00,
F107/1,Orange-Green,SAMEPROP,GAMERGATE,Twelve,,,1.00,,,4.00,1.00,1.00,20.00,3.00,,,,18.00,2.00,19.00,12/31/19,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,undetectable,0.00,17.479,748739.00,19.956,244456.00,0.00,244456.00,20.002,1478279.00,20.397,1898219.00,22.07;22.14,2161640.00,841100.00,3002740.00,22.82,5538256.00,24.435; 24.5,3660508.00,1292990,4953498.00,25.119,3333020.00,25.486,5679359.00,"26.677, 26.743",952033.00,905664.00,1857697.00,27.312,1740477.00,27.628,4438128.00,29.67,1660493.00,48409540.00,
F107/1,Green-Green-Yellow(-/blu),SAMEPROP,GAMERGATE,Twelve,,,1.00,,,6.00,1.00,1.00,20.00,3.00,,,,18.00,2.00,19.00,12/31/19,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,approx 14.9,0.00,approx. 17.5,0.00,approx. 19.9,0.00,0.00,0.00,19.987,399518.00,20.384,1012334.00,22.05,651835.00,0.00,651835.00,22.804,3943590.00,24.417; 24.478,1649908.00,443067,2092975.00,25.104,1732215.00,25.468,3379179.00,26.67,284600.00,0.00,284600.00,27.311,667128.00,27.638,2480399.00,UNDETECTABLE,0.00,17397999.00,"high threshold, c25, c27 alkane, c29alkene; indirect inference c35:1"
R22G/1(49E),Orange-Green-Orange,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,16.00,7.00,,,,18.00,8.00,12.00,12/31/19,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.913,1401419.00,17.463,3607137.00,19.587; 19.658,3789697.00,1061282.00,4850979.00,19.985,2126931.00,20.405,13828983.00,22.073;22.138,12671410.00,5603862.00,18275272.00,22.829,19984877.00,"24.436, 24.5",10895646.00,4610971,15506617.00,25.12,6734355.00,25.489,19398543.00,"26.66, 26.732",1283236.00,1514668.00,2797904.00,27.299,1503240.00,27.619,8395305.00,29.656,1611577.00,145149455.00,
R22G/1(49E),Green,INCRPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,16.00,7.00,,,,18.00,8.00,12.00,12/31/19,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.915,359333.00,17.457,1340631.00,19.579,835634.00,0.00,835634.00,19.979,842818.00,20.384,3337441.00,"22.052, 22.123",2528538.00,1048598.00,3577136.00,22.798,3622267.00,"24.418, 24.482",2050534.00,795356,2845890.00,25.104,1069368.00,25.468,2916511.00,undetectable,0.00,0.00,0.00,approx 27.3,0.00,27.656,1188492.00,na,0.00,22575571.00,"high threshold: mec35; indirect inference, dimec35"
R22G/1(49E),Green-Orange-Green,INCRPROP,GAMERGATE,Twelve,,,,,,,,,16.00,7.00,,,,18.00,8.00,12.00,NONE,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.91,899416.00,17.457,2805368.00,"19.574, 19.65",1288085.00,344071.00,1632156.00,19.98,2028128.00,20.382,4713065.00,22.055;22.123,5352946.00,2158486.00,7511432.00,22.807,9214804.00,24.422;24.487,7717894.00,3512436,11230330.00,25.102,3293438.00,25.473,10524008.00,26.661;26.727,1392919.00,2263957.00,3656876.00,27.299,766673.00,27.611,4507996.00,29.704,1067198.00,73840261.00,"indirect inference, mec35"
R22G/1(49E),Blue-White,INCRPROP,GAMERGATE,Twelve,,,,,,,,,16.00,7.00,,,,18.00,8.00,12.00,NONE,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.918,1043465.00,17.476,3593778.00,19.586;19.657,2643199.00,799951.00,3443150.00,19.989,2902098.00,20.399,11179898.00,22.070;22.137,10618701.00,5069925.00,15688626.00,22.83,20855680.00,24.437;24.501,11893569.00,5710032,17603601.00,25.121,8497526.00,25.494,24848863.00,26.669;26.734,1722421.00,2377918.00,4100339.00,27.3,2018314.00,27.627,11368699.00,29.656,1730461.00,159911018.00,
R22G/1(49E),Green-Pink-Green,INCRPROP,GAMERGATE,Twelve,,,,,,,,,16.00,7.00,,,,18.00,8.00,12.00,NONE,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.906,1404970.00,17.456,4683171.00,19.575;19.646,2000651.00,492129.00,2492780.00,19.98,3814868.00,20.383,6306190.00,22.056;22.123,7173808.00,3004434.00,10178242.00,22.809,12806692.00,24.426;24.49,11018148.00,4907852,15926000.00,25.109,4968999.00,25.475,14340898.00,26.662;26.731,2641280.00,3936159.00,6577439.00,27.295,1528966.00,27.613,6709953.00,29.681,2050730.00,114145625.00,
R22G/1(49E),Orange-Blue,INCRPROP,GAMERGATE,Twelve,,,,,,,,,16.00,7.00,,,,18.00,8.00,12.00,NONE,12/31/19,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.904,1544381.00,17.455,4317534.00,19.577;19.648,4395602.00,1260904.00,5656506.00,19.98,3248399.00,20.393,15733529.00,22.065;22.132,16231412.00,7265304.00,23496716.00,22.823,26443334.00,24.436;24.495,17701242.00,7522259,25223501.00,25.112,9926166.00,25.49,28871169.00,26.663;26.727,2529508.00,3108996.00,5638504.00,27.295,2476416.00,27.619,13838525.00,29.651,2331318.00,222322745.00,
R22G/1(49E),Yellow-Green-Yellow,INCRPROP,GAMERGATE,Twelve,,,,,,,,,16.00,7.00,,,,18.00,8.00,12.00,NONE,1/1/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.915,3756442.00,17.474,8641602.00,19.587;19.656,1622650.00,522545.00,2145195.00,19.989,3942529.00,20.388,3461335.00,22.058;22.128,3786219.00,1778889.00,5565108.00,22.808,5875405.00,24.428;24.497,6873813.00,5174615,12048428.00,25.11,2614652.00,25.472,3934449.00,26.67;26.741,2520872.00,5559001.00,8079873.00,27.305,893942.00,27.619,2506950.00,29.723,762153.00,79126340.00,
R22G/1(49E),Blue-Orange-Blue,INCRPROP,GAMERGATE,Twelve,,,,,,,,,16.00,7.00,,,,18.00,8.00,12.00,NONE,1/1/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.929,3075475.00,17.486,8451806.00,19.601;19.677,2587060.00,698621.00,3285681.00,20.01,5171235.00,20.416,9497120.00,22.084;22.151,9930783.00,4602307.00,14533090.00,22.839,16622339.00,24.457;24.52,15908330.00,7912835,23821165.00,25.131,6626205.00,25.501,13829167.00,26.686;26.753,2707413.00,4343213.00,7050626.00,27.316,1688278.00,27.636,6590283.00,29.071,1306968.00,142605275.00,
R4A(83),pink,INCRPROP,GAMERGATE,Twelve,,,,,,4.00,1.00,1.00,32.00,1.00,,,,18.00,5.00,8.00,1/5/20,1/5/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.926,1848492.00,17.48,6965684.00,19.597; 19.666,4285023.00,1298594.00,5583617.00,20.006,6638980.00,20.421,21738012.00,22.089; 22.153,19669736.00,8328904.00,27998640.00,22.861,46916569.00,24.46;24.518,21938069.00,8562772,30500841.00,25.148,24468001.00,25.515,33920050.00,26.688;26.750,5576718.00,5975662.00,11552380.00,27.32,9579913.00,27.663,39961492.00,29.671,14353815.00,382421495.00,
R4A(83),white,INCRPROP,GAMERGATE,Twelve,,,,,,,,,32.00,1.00,,,,18.00,5.00,8.00,NONE,1/5/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.907,2798901.00,17.462,8355097.00,19.584;19.654,8235214.00,2560672.00,10795886.00,19.991,8921643.00,20.417,34402025.00,22.086;22.147,35930422.00,12641041.00,48571463.00,22.862,79143054.00,24.457;24.513,37308242.00,13190173,50498415.00,25.145,37603213.00,25.512,51935613.00,26.683;26.742,9138357.00,9746970.00,18885327.00,27.316,17844205.00,27.657,51243489.00,29.666,13386508.00,640410412.00,
